Year,Name,Event Type,PDF Link,NIPS Link,Abstract,Bibtex Link,Authors
2016,Learning Transferrable Representations for Unsupervised Domain Adaptation,Poster,https://papers.nips.cc/paper/6360-learning-transferrable-representations-for-unsupervised-domain-adaptation.pdf,https://papers.nips.cc/paper/6360-learning-transferrable-representations-for-unsupervised-domain-adaptation,Supervised learning with large scale labelled datasets and deep layered models has caused a paradigm shift in diverse areas in learning and recognition. However; this approach still suffers from generalization issues under the presence of a domain shift between the training and the test data distribution. Since unsupervised domain adaptation algorithms directly address this domain shift problem between a labelled source dataset and an unlabelled target dataset; recent papers have shown promising results by fine-tuning the networks with domain adaptation loss functions which try to align the mismatch between the training and testing data distributions.  Nevertheless; these recent deep learning based domain adaptation approaches still suffer from issues such as high sensitivity to the gradient reversal hyperparameters and overfitting during the fine-tuning stage. In this paper; we propose a unified deep learning framework where the representation; cross domain transformation; and target label inference are all jointly optimized in an end-to-end fashion for unsupervised domain adaptation. Our experiments show that the proposed method significantly outperforms state-of-the-art algorithms in both object recognition and digit classification experiments by a large margin. We will make our learned models as well as the source code available immediately upon acceptance.,https://papers.nips.cc/paper/6360-learning-transferrable-representations-for-unsupervised-domain-adaptation/bibtex,Ozan Sener; Hyun Oh Song; Ashutosh Saxena; Silvio Savarese
2016,Sample Complexity of Automated Mechanism Design,Poster,https://papers.nips.cc/paper/6351-sample-complexity-of-automated-mechanism-design.pdf,https://papers.nips.cc/paper/6351-sample-complexity-of-automated-mechanism-design,The design of revenue-maximizing combinatorial auctions; i.e. multi item auctions over bundles of goods; is one of the most fundamental problems in computational economics; unsolved even for two bidders and two items for sale. In the traditional economic models; it is assumed that the bidders' valuations are drawn from an underlying distribution and that the auction designer has perfect knowledge of this distribution. Despite this strong and oftentimes unrealistic assumption; it is remarkable that the revenue-maximizing combinatorial auction remains unknown. In recent years; automated mechanism design has emerged as one of the most practical and promising approaches to designing high-revenue combinatorial auctions. The most scalable automated mechanism design algorithms take as input samples from the bidders' valuation distribution and then search for a high-revenue auction in a rich auction class. In this work; we provide the first sample complexity analysis for the standard hierarchy of deterministic combinatorial auction classes used in automated mechanism design. In particular; we provide tight sample complexity bounds on the number of samples needed to guarantee that the empirical revenue of the designed mechanism on the samples is close to its expected revenue on the underlying; unknown distribution over bidder valuations; for each of the auction classes in the hierarchy. In addition to helping set automated mechanism design on firm foundations; our results also push the boundaries of learning theory. In particular; the hypothesis functions used in our contexts are defined through multi stage combinatorial optimization procedures; rather than simple decision boundaries; as are common in machine learning.,https://papers.nips.cc/paper/6351-sample-complexity-of-automated-mechanism-design/bibtex,Maria-Florina F. Balcan; Tuomas Sandholm; Ellen Vitercik
2016,Learning to Communicate with Deep Multi-Agent Reinforcement Learning,Poster,https://papers.nips.cc/paper/6042-learning-to-communicate-with-deep-multi-agent-reinforcement-learning.pdf,https://papers.nips.cc/paper/6042-learning-to-communicate-with-deep-multi-agent-reinforcement-learning,We consider the problem of multiple agents sensing and acting in environments with the goal of maximising their shared utility. In these environments; agents must learn communication protocols in order to share information that is needed to solve the tasks. By embracing deep neural networks; we are able to demonstrate end-to-end learning of protocols in complex environments inspired by communication riddles and multi-agent computer vision problems with partial observability. We propose two approaches for learning in these domains: Reinforced Inter-Agent Learning (RIAL) and Differentiable Inter-Agent Learning (DIAL). The former uses deep Q-learning; while the latter exploits the fact that; during learning; agents can backpropagate error derivatives through (noisy) communication channels. Hence; this approach uses centralised learning but decentralised execution. Our experiments introduce new environments for studying the learning of communication protocols and present a set of engineering innovations that are essential for success in these domains.,https://papers.nips.cc/paper/6042-learning-to-communicate-with-deep-multi-agent-reinforcement-learning/bibtex,Jakob Foerster; Ioannis Alexandros Assael; Nando de Freitas; Shimon Whiteson
2016,Learning Structured Sparsity in Deep Neural Networks,Poster,https://papers.nips.cc/paper/6504-learning-structured-sparsity-in-deep-neural-networks.pdf,https://papers.nips.cc/paper/6504-learning-structured-sparsity-in-deep-neural-networks,High demand for computation resources severely hinders deployment of large-scale Deep Neural Networks (DNN) in resource constrained devices. In this work; we propose a Structured Sparsity Learning (SSL) method to regularize the structures (i.e.; filters; channels; filter shapes; and layer depth) of DNNs. SSL can: (1) learn a compact structure from a bigger DNN to reduce computation cost; (2) obtain a hardware-friendly structured sparsity of DNN to efficiently accelerate the DNN?s evaluation. Experimental results show that SSL achieves on average 5.1X and 3.1X speedups of convolutional layer computation of AlexNet against CPU and GPU; respectively; with off-the-shelf libraries. These speedups are about twice speedups of non-structured sparsity; (3) regularize the DNN structure to improve classification accuracy. The results show that for CIFAR-10; regularization on layer depth reduces a 20-layer Deep Residual Network (ResNet) to 18 layers while improves the accuracy from 91.25% to 92.60%; which is still higher than that of original ResNet with 32 layers. For AlexNet; SSL reduces the error by ~1%.,https://papers.nips.cc/paper/6504-learning-structured-sparsity-in-deep-neural-networks/bibtex,Wei Wen; Chunpeng Wu; Yandan Wang; Yiran Chen; Hai Li
2016,Stochastic Multiple Choice Learning for Training Diverse Deep Ensembles,Poster,https://papers.nips.cc/paper/6270-stochastic-multiple-choice-learning-for-training-diverse-deep-ensembles.pdf,https://papers.nips.cc/paper/6270-stochastic-multiple-choice-learning-for-training-diverse-deep-ensembles,Many practical perception systems exist within larger processes which often include interactions with users or additional components that are capable of evaluating the quality of predicted solutions. In these contexts; it is beneficial to provide these oracle mechanisms with multiple highly likely hypotheses rather than a single prediction. In this work; we pose the task of producing multiple outputs as a learning problem over an ensemble of deep networks -- introducing a novel stochastic gradient descent based approach to minimize the loss with respect to an oracle. Our method is simple to implement; agnostic to both architecture and loss function; and parameter-free. Our approach achieves lower oracle error compared to existing methods on a wide range of tasks and deep architectures. We also show qualitatively that solutions produced from our approach often provide interpretable representations of task ambiguity.,https://papers.nips.cc/paper/6270-stochastic-multiple-choice-learning-for-training-diverse-deep-ensembles/bibtex,Stefan Lee; Senthil Purushwalkam Shiva Prakash; Michael Cogswell; Viresh Ranjan; David Crandall; Dhruv Batra
2016,Learning Influence Functions from Incomplete Observations,Poster,https://papers.nips.cc/paper/6181-learning-influence-functions-from-incomplete-observations.pdf,https://papers.nips.cc/paper/6181-learning-influence-functions-from-incomplete-observations,We study the problem of learning influence functions under incomplete observations of node activations. Incomplete observations are a major concern as most (online and real-world) social networks are not fully observable. We establish both proper and improper PAC learnability of influence functions under randomly missing observations. Proper PAC learnability under the Discrete-Time Linear Threshold (DLT) and Discrete-Time Independent Cascade (DIC) models is established by reducing incomplete observations to complete observations in a modified graph. Our improper PAC learnability result applies for the DLT and DIC models as well as the Continuous-Time Independent Cascade (CIC) model.  It is based on a parametrization in terms of reachability features; and also gives rise to an efficient and practical heuristic. Experiments on synthetic and real-world datasets demonstrate the ability of our method to compensate even for a fairly large fraction of missing observations.,https://papers.nips.cc/paper/6181-learning-influence-functions-from-incomplete-observations/bibtex,Xinran He; Ke Xu; David Kempe; Yan Liu
2016,Tensor Switching Networks,Poster,https://papers.nips.cc/paper/6516-tensor-switching-networks.pdf,https://papers.nips.cc/paper/6516-tensor-switching-networks,We present a novel neural network algorithm; the Tensor Switching (TS) network; which generalizes the Rectified Linear Unit (ReLU) nonlinearity to tensor-valued hidden units. The TS network copies its entire input vector to different locations in an expanded representation; with the location determined by its hidden unit activity. In this way; even a simple linear readout from the TS representation can implement a highly expressive deep-network-like function. The TS network hence avoids the vanishing gradient problem by construction; at the cost of larger representation size. We develop several methods to train the TS network; including equivalent kernels for infinitely wide and deep TS networks; a one-pass linear learning algorithm; and two backpropagation-inspired representation learning algorithms. Our experimental results demonstrate that the TS network is indeed more expressive and consistently learns faster than standard ReLU networks.,https://papers.nips.cc/paper/6516-tensor-switching-networks/bibtex,Chuan-Yung Tsai; Andrew M. Saxe; Andrew M. Saxe; David Cox
2016,Coordinate-wise Power Method,Poster,https://papers.nips.cc/paper/6103-coordinate-wise-power-method.pdf,https://papers.nips.cc/paper/6103-coordinate-wise-power-method,In this paper; we propose a coordinate-wise version of the power method from an optimization viewpoint. The vanilla power method simultaneously updates all the coordinates of the iterate; which is essential for its convergence analysis. However; different coordinates converge to the optimal value at different speeds. Our proposed algorithm; which we call coordinate-wise power method; is able to select and update the most important k coordinates in O(kn) time at each iteration; where n is the dimension of the matrix and k <= n is the size of the active set. Inspired by the ''greedy'' nature of our method; we further propose a greedy coordinate descent algorithm applied on a non-convex objective function specialized for symmetric matrices. We provide convergence analyses for both methods. Experimental results on both synthetic and real data show that our methods achieve up to 20 times speedup over the basic power method. Meanwhile; due to their coordinate-wise nature; our methods are very suitable for the important case when data cannot fit into memory. Finally; we introduce how the coordinate-wise mechanism could be applied to other iterative methods that are used in machine learning.,https://papers.nips.cc/paper/6103-coordinate-wise-power-method/bibtex,Qi Lei; Kai Zhong; Inderjit S. Dhillon
2016,Inference by Reparameterization in Neural Population Codes,Poster,https://papers.nips.cc/paper/6476-inference-by-reparameterization-in-neural-population-codes.pdf,https://papers.nips.cc/paper/6476-inference-by-reparameterization-in-neural-population-codes,Behavioral experiments on humans and animals suggest that the brain performs probabilistic inference to interpret its environment. Here we present a new general-purpose; biologically-plausible neural implementation of approximate inference. The neural network represents uncertainty using Probabilistic Population Codes (PPCs); which are distributed neural representations that naturally encode probability distributions; and support marginalization and evidence integration in a biologically-plausible manner. By connecting multiple PPCs together as a probabilistic graphical model; we represent multivariate probability distributions. Approximate inference in graphical models can be accomplished by message-passing algorithms that disseminate local information throughout the graph. An attractive and often accurate example of such an algorithm is Loopy Belief Propagation (LBP); which uses local marginalization and evidence integration operations to perform approximate inference efficiently even for complex models. Unfortunately; a subtle feature of LBP renders it neurally implausible. However; LBP can be elegantly reformulated as a sequence of Tree-based Reparameterizations (TRP) of the graphical model. We re-express the TRP updates as a nonlinear dynamical system with both fast and slow timescales; and show that this produces a neurally plausible solution. By combining all of these ideas; we show that a network of PPCs can represent multivariate probability distributions and implement the TRP updates to perform probabilistic inference. Simulations with Gaussian graphical models demonstrate that the neural network inference quality is comparable to the direct evaluation of LBP and robust to noise; and thus provides a promising mechanism for general probabilistic inference in the population codes of the brain.,https://papers.nips.cc/paper/6476-inference-by-reparameterization-in-neural-population-codes/bibtex,Rajkumar Vasudeva Raju; Xaq Pitkow
2016,A Non-parametric Learning Method for Confidently Estimating Patient&#39;s Clinical State and Dynamics,Poster,https://papers.nips.cc/paper/6454-a-non-parametric-learning-method-for-confidently-estimating-patients-clinical-state-and-dynamics.pdf,https://papers.nips.cc/paper/6454-a-non-parametric-learning-method-for-confidently-estimating-patients-clinical-state-and-dynamics,Estimating patient's clinical state from multiple concurrent physiological streams plays an important role in determining if a therapeutic intervention is necessary and for triaging patients in the hospital. In this paper we construct a non-parametric learning algorithm to estimate the clinical state of a patient. The algorithm addresses several known challenges with clinical state estimation such as eliminating bias introduced by therapeutic intervention censoring; increasing the timeliness of state estimation while ensuring a sufficient accuracy; and the ability to detect anomalous clinical states. These benefits are obtained by combining the tools of non-parametric Bayesian inference; permutation testing; and generalizations of the empirical Bernstein inequality. The algorithm is validated using real-world data from a cancer ward in a large academic hospital.,https://papers.nips.cc/paper/6454-a-non-parametric-learning-method-for-confidently-estimating-patients-clinical-state-and-dynamics/bibtex,William Hoiles; Mihaela Van Der Schaar
2016,Fast Active Set Methods for Online Spike Inference from Calcium Imaging,Poster,https://papers.nips.cc/paper/6505-fast-active-set-methods-for-online-spike-inference-from-calcium-imaging.pdf,https://papers.nips.cc/paper/6505-fast-active-set-methods-for-online-spike-inference-from-calcium-imaging,Fluorescent calcium indicators are a popular means for observing the spiking activity of large neuronal populations. Unfortunately; extracting the spike train of each neuron from raw fluorescence calcium imaging data is a nontrivial problem. We present a fast online active set method to solve this sparse nonnegative deconvolution problem. Importantly; the algorithm progresses through each time series sequentially from beginning to end; thus enabling real-time online spike inference during the imaging session. Our algorithm is a generalization of the pool adjacent violators algorithm (PAVA) for isotonic regression and inherits its linear-time computational complexity. We gain remarkable increases in processing speed:  more than one order of magnitude compared to currently employed state of the art convex solvers relying on interior point methods. Our method can exploit warm starts; therefore optimizing model hyperparameters only requires a handful of passes through the data. The algorithm enables real-time simultaneous deconvolution of $O(10^5)$ traces of whole-brain zebrafish imaging data on a laptop.,https://papers.nips.cc/paper/6505-fast-active-set-methods-for-online-spike-inference-from-calcium-imaging/bibtex,Johannes Friedrich; Liam Paninski
2016,Bayesian latent structure discovery from multi-neuron recordings,Poster,https://papers.nips.cc/paper/6185-bayesian-latent-structure-discovery-from-multi-neuron-recordings.pdf,https://papers.nips.cc/paper/6185-bayesian-latent-structure-discovery-from-multi-neuron-recordings,Neural circuits contain heterogeneous groups of neurons that differ in type; location; connectivity; and basic response properties. However; traditional methods for dimensionality reduction and clustering are ill-suited to recovering the structure underlying the organization of neural circuits. In particular; they do not take advantage of the rich temporal dependencies in multi-neuron recordings and fail to account for the noise in neural spike trains. Here we describe new tools for inferring latent structure from simultaneously recorded spike train data using a hierarchical extension of a multi-neuron point process model commonly known as the generalized linear model (GLM). Our approach combines the GLM with flexible graph-theoretic priors governing the relationship between latent features and neural connectivity patterns. Fully Bayesian inference via P?lya-gamma augmentation of the resulting model allows us to classify neurons and infer latent dimensions of circuit organization from correlated spike trains.  We demonstrate the effectiveness of our method with applications to synthetic data and multi-neuron recordings in primate retina; revealing latent patterns of neural types and locations from spike trains alone.,https://papers.nips.cc/paper/6185-bayesian-latent-structure-discovery-from-multi-neuron-recordings/bibtex,Scott Linderman; Ryan P. Adams; Jonathan W. Pillow
2016,Stochastic Gradient Richardson-Romberg Markov Chain Monte Carlo,Poster,https://papers.nips.cc/paper/6514-stochastic-gradient-richardson-romberg-markov-chain-monte-carlo.pdf,https://papers.nips.cc/paper/6514-stochastic-gradient-richardson-romberg-markov-chain-monte-carlo,Stochastic Gradient Markov Chain Monte Carlo (SG-MCMC) algorithms have become increasingly popular for Bayesian inference in large-scale applications. Even though these methods have proved useful in several scenarios; their performance is often limited by their bias. In this study; we propose a novel sampling algorithm that aims to reduce the bias of SG-MCMC while keeping the variance at a reasonable level. Our approach is based on a numerical sequence acceleration method; namely the Richardson-Romberg extrapolation; which simply boils down   to running almost the same SG-MCMC algorithm twice in parallel with different step sizes. We illustrate our framework on the popular Stochastic Gradient Langevin Dynamics (SGLD) algorithm and propose a novel SG-MCMC algorithm referred to as Stochastic Gradient Richardson-Romberg Langevin Dynamics (SGRRLD). We provide formal theoretical analysis and show that SGRRLD is asymptotically consistent; satisfies a central limit theorem; and its non-asymptotic bias and the mean squared-error can be bounded. Our results show that SGRRLD attains higher rates of convergence than SGLD in both finite-time and asymptotically; and it achieves the theoretical   accuracy of the methods that are based on higher-order integrators. We support our findings using both synthetic and real data experiments.,https://papers.nips.cc/paper/6514-stochastic-gradient-richardson-romberg-markov-chain-monte-carlo/bibtex,Alain Durmus; Umut Simsekli; Eric Moulines; Roland Badeau; Ga?l RICHARD
2016,A Probabilistic Programming Approach To Probabilistic Data Analysis,Poster,https://papers.nips.cc/paper/6060-a-probabilistic-programming-approach-to-probabilistic-data-analysis.pdf,https://papers.nips.cc/paper/6060-a-probabilistic-programming-approach-to-probabilistic-data-analysis,Probabilistic techniques are central to data analysis; but different approaches can be challenging to apply; combine; and compare. This paper introduces composable generative population models (CGPMs); a computational abstraction that extends directed graphical models and can be used to describe and compose a broad class of probabilistic data analysis techniques. Examples include discriminative machine learning; hierarchical Bayesian models; multivariate kernel methods; clustering algorithms; and arbitrary probabilistic programs. We demonstrate the integration of CGPMs into BayesDB; a probabilistic programming platform that can express data analysis tasks using a modeling definition language and structured query language. The practical value is illustrated in two ways. First; the paper describes an analysis on a database of Earth satellites; which identifies records that probably violate Kepler?s Third Law by composing causal probabilistic programs with non-parametric Bayes in 50 lines of probabilistic code. Second; it reports the lines of code and accuracy of CGPMs compared with baseline solutions from standard machine learning libraries.,https://papers.nips.cc/paper/6060-a-probabilistic-programming-approach-to-probabilistic-data-analysis/bibtex,Feras Saad; Vikash K. Mansinghka
2016,Diffusion-Convolutional Neural Networks,Poster,https://papers.nips.cc/paper/6212-diffusion-convolutional-neural-networks.pdf,https://papers.nips.cc/paper/6212-diffusion-convolutional-neural-networks,We present diffusion-convolutional neural networks (DCNNs); a new model for graph-structured data.  Through the introduction of a diffusion-convolution operation; we show how diffusion-based representations can be learned from graph-structured data and used as an effective basis for node classification. DCNNs have several attractive qualities; including a latent representation for graphical data that is invariant under isomorphism; as well as polynomial-time prediction and learning that can be represented as tensor operations and efficiently implemented on a GPU.  Through several experiments with real structured datasets; we demonstrate that DCNNs are able to  outperform probabilistic relational models and kernel-on-graph methods at relational node classification tasks.,https://papers.nips.cc/paper/6212-diffusion-convolutional-neural-networks/bibtex,James Atwood; Don Towsley
2016,Relevant sparse codes with variational information bottleneck,Poster,https://papers.nips.cc/paper/6101-relevant-sparse-codes-with-variational-information-bottleneck.pdf,https://papers.nips.cc/paper/6101-relevant-sparse-codes-with-variational-information-bottleneck,In many applications; it is desirable to extract only the relevant aspects of data. A principled way to do this is the information bottleneck (IB) method; where one seeks a code that maximises information about  a relevance variable; Y; while constraining the information encoded about the original data; X. Unfortunately however; the IB method is computationally demanding when data are high-dimensional and/or non-gaussian. Here we propose an approximate variational scheme for maximising a lower bound on the IB objective; analogous to variational EM. Using this method; we derive an IB algorithm to recover features that are both relevant and sparse. Finally; we demonstrate how kernelised versions of the algorithm can be used to address a broad range of problems with non-linear relation between X and Y.,https://papers.nips.cc/paper/6101-relevant-sparse-codes-with-variational-information-bottleneck/bibtex,Matthew Chalk; Olivier Marre; Gasper Tkacik
2016,Orthogonal Random Features,Poster,https://papers.nips.cc/paper/6246-orthogonal-random-features.pdf,https://papers.nips.cc/paper/6246-orthogonal-random-features,We present an intriguing discovery related to Random Fourier Features: replacing multiplication by a random Gaussian matrix with multiplication by a properly scaled random orthogonal matrix significantly decreases kernel approximation error. We call this technique Orthogonal Random Features (ORF); and provide theoretical and empirical justification for its effectiveness. Motivated by the discovery; we further propose Structured Orthogonal Random Features (SORF); which uses a class of structured discrete orthogonal matrices to speed up the computation. The method reduces the time cost from $\mathcal{O}(d^2)$ to $\mathcal{O}(d \log d)$; where $d$ is the data dimensionality; with almost no compromise in kernel approximation quality compared to ORF. Experiments on several datasets verify the effectiveness of ORF and SORF over the existing methods. We also provide discussions on using the same type of discrete orthogonal structure for a broader range of kernels and applications.,https://papers.nips.cc/paper/6246-orthogonal-random-features/bibtex,Felix X. Yu; Ananda Theertha Suresh; Krzysztof M. Choromanski; Daniel N. Holtmann-Rice; Sanjiv Kumar
2016,Combinatorial Energy Learning for Image Segmentation,Poster,https://papers.nips.cc/paper/6595-combinatorial-energy-learning-for-image-segmentation.pdf,https://papers.nips.cc/paper/6595-combinatorial-energy-learning-for-image-segmentation,We introduce a new machine learning approach for image segmentation that uses a neural network to model the conditional energy of a segmentation given an image.  Our approach; combinatorial energy learning for image segmentation (CELIS) places a particular emphasis on modeling the inherent combinatorial nature of dense image segmentation problems.  We propose efficient algorithms for learning deep neural networks to model the energy function; and for local optimization of this energy in the space of supervoxel agglomerations.  We extensively evaluate our method on a publicly available 3-D microscopy dataset with 25 billion voxels of ground truth data. On an 11 billion voxel test set; we find that our method improves volumetric reconstruction accuracy by more than 20% as compared to two state-of-the-art baseline methods: graph-based segmentation of the output of a 3-D convolutional neural network trained to predict boundaries; as well as a random forest classifier trained to agglomerate supervoxels that were generated by a 3-D convolutional neural network.,https://papers.nips.cc/paper/6595-combinatorial-energy-learning-for-image-segmentation/bibtex,Jeremy B. Maitin-Shepard; Viren Jain; Michal Januszewski; Peter Li; Pieter Abbeel
2016,Hierarchical Object Representation for Open-Ended Object Category Learning and Recognition,Poster,https://papers.nips.cc/paper/6539-hierarchical-object-representation-for-open-ended-object-category-learning-and-recognition.pdf,https://papers.nips.cc/paper/6539-hierarchical-object-representation-for-open-ended-object-category-learning-and-recognition,Most robots lack the ability to learn new objects from past experiences. To migrate a robot to a new environment one must often completely re-generate the knowledge- base that it is running with. Since in open-ended domains the set of categories to be learned is not predefined; it is not feasible to assume that one can pre-program all object categories required by robots. Therefore; autonomous robots must have the ability to continuously execute learning and recognition in a concurrent and interleaved fashion. This paper proposes an open-ended 3D object recognition system which concurrently learns both the object categories and the statistical features for encoding objects. In particular; we propose an extension of Latent Dirichlet Allocation to learn structural semantic features (i.e. topics) from low-level feature co-occurrences for each category independently. Moreover; topics in each category are discovered in an unsupervised fashion and are updated incrementally using new object views. The approach contains similarities with the organization of the visual cortex and builds a hierarchy of increasingly sophisticated representations. Results show the fulfilling performance of this approach on different types of objects. Moreover; this system demonstrates the capability of learning from few training examples and competes with state-of-the-art systems.,https://papers.nips.cc/paper/6539-hierarchical-object-representation-for-open-ended-object-category-learning-and-recognition/bibtex,Seyed Hamidreza Kasaei; Ana Maria Tom?; Lu?s Seabra Lopes
2016,Adaptive optimal training of animal behavior,Poster,https://papers.nips.cc/paper/6344-adaptive-optimal-training-of-animal-behavior.pdf,https://papers.nips.cc/paper/6344-adaptive-optimal-training-of-animal-behavior,Neuroscience experiments often require training animals to perform tasks designed to elicit various sensory; cognitive; and motor behaviors. Training typically involves a series of gradual adjustments of stimulus conditions and rewards in order to bring about learning. However; training protocols are usually hand-designed; relying on a combination of intuition; guesswork; and trial-and-error; and often require weeks or months to achieve a desired level of task performance. Here we combine ideas from reinforcement learning and adaptive optimal experimental design to formulate methods for adaptive optimal training of animal behavior. Our work addresses two intriguing problems at once: first; it seeks to infer the learning rules underlying an animal's behavioral changes during training; second; it seeks to exploit these rules to select stimuli that will maximize the rate of learning toward a desired objective.  We develop and test these methods using data collected from rats during training on a two-interval sensory discrimination task.  We show that we can accurately infer the parameters of a policy-gradient-based learning algorithm that describes how the animal's internal model of the task evolves over the course of training.  We then formulate a theory for optimal training; which involves selecting sequences of stimuli that will drive the animal's internal policy toward a desired location in the parameter space. Simulations show that our method can in theory provide a substantial speedup over standard training methods. We feel these results will hold considerable theoretical and practical implications both for researchers in reinforcement learning and for experimentalists seeking to train animals.,https://papers.nips.cc/paper/6344-adaptive-optimal-training-of-animal-behavior/bibtex,Ji Hyun Bak; Jung Yoon Choi; Athena Akrami; Ilana Witten; Jonathan W. Pillow
2016,Privacy Odometers and Filters: Pay-as-you-Go Composition,Poster,https://papers.nips.cc/paper/6170-privacy-odometers-and-filters-pay-as-you-go-composition.pdf,https://papers.nips.cc/paper/6170-privacy-odometers-and-filters-pay-as-you-go-composition,In this paper we initiate the study of adaptive composition in differential privacy when the length of the composition; and the privacy parameters themselves can be chosen adaptively; as a function of the outcome of previously run analyses. This case is much more delicate than the setting covered by existing composition theorems; in which the algorithms themselves can be chosen adaptively; but the privacy parameters must be fixed up front. Indeed; it isn't even clear how to define differential privacy in the adaptive parameter setting. We proceed by defining two objects which cover the two main use cases of composition theorems. A privacy filter is a stopping time rule that allows an analyst to halt a computation before his pre-specified privacy budget is exceeded. A privacy odometer allows the analyst to track realized privacy loss as he goes; without needing to pre-specify a privacy budget. We show that unlike the case in which privacy parameters are fixed; in the adaptive parameter setting; these two use cases are distinct. We show that there exist privacy filters with bounds comparable (up to constants) with existing privacy composition theorems. We also give a privacy odometer that nearly matches non-adaptive private composition theorems; but is sometimes worse by a small asymptotic factor. Moreover; we show that this is inherent; and that any valid privacy odometer in the adaptive parameter setting must lose this factor; which shows a formal separation between the filter and odometer use-cases.,https://papers.nips.cc/paper/6170-privacy-odometers-and-filters-pay-as-you-go-composition/bibtex,Ryan M. Rogers; Aaron Roth; Jonathan Ullman; Salil Vadhan
2016,End-to-End Goal-Driven Web Navigation,Poster,https://papers.nips.cc/paper/6064-end-to-end-goal-driven-web-navigation.pdf,https://papers.nips.cc/paper/6064-end-to-end-goal-driven-web-navigation,We propose a goal-driven web navigation as a benchmark task for evaluating an agent with abilities to understand natural language and plan on partially observed environments. In this challenging task; an agent navigates through a website; which is represented as a graph consisting of web pages as nodes and hyperlinks as directed edges; to find a web page in which a query appears. The agent is required to have sophisticated high-level reasoning based on natural languages and efficient sequential decision-making capability to succeed. We release a software tool; called WebNav; that automatically transforms a website into this goal-driven web navigation task; and as an example; we make WikiNav; a dataset constructed from the English Wikipedia. We extensively evaluate different variants of neural net based artificial agents on WikiNav and observe that the proposed goal-driven web navigation well reflects the advances in models; making it a suitable benchmark for evaluating future progress. Furthermore; we extend the WikiNav with question-answer pairs from Jeopardy! and test the proposed agent based on recurrent neural networks against strong inverted index based search engines. The artificial agents trained on WikiNav outperforms the engined based approaches; demonstrating the capability of the proposed goal-driven navigation as a good proxy for measuring the progress in real-world tasks such as focused crawling and question-answering.,https://papers.nips.cc/paper/6064-end-to-end-goal-driven-web-navigation/bibtex,Rodrigo Nogueira; Kyunghyun Cho
2016,Automated scalable segmentation of neurons from multispectral images,Poster,https://papers.nips.cc/paper/6549-automated-scalable-segmentation-of-neurons-from-multispectral-images.pdf,https://papers.nips.cc/paper/6549-automated-scalable-segmentation-of-neurons-from-multispectral-images,Reconstruction of neuroanatomy is a fundamental problem in neuroscience. Stochastic expression of colors in individual cells is a promising tool; although its use in the nervous system has been limited due to various sources of variability in expression. Moreover; the intermingled anatomy of neuronal trees is challenging for existing segmentation algorithms. Here; we propose a method to automate the segmentation of neurons in such (potentially pseudo-colored) images. The method uses spatio-color relations between the voxels; generates supervoxels to reduce the problem size by four orders of magnitude before the final segmentation; and is parallelizable over the supervoxels. To quantify performance and gain insight; we generate simulated images; where the noise level and characteristics; the density of expression; and the number of fluorophore types are variable. We also present segmentations of real Brainbow images of the mouse hippocampus; which reveal many of the dendritic segments.,https://papers.nips.cc/paper/6549-automated-scalable-segmentation-of-neurons-from-multispectral-images/bibtex,Uygar S?mb?l; Douglas Roossien; Dawen Cai; Fei Chen; Nicholas Barry; John P. Cunningham; Edward Boyden; Liam Paninski
2016,Learned Region Sparsity and Diversity Also Predicts Visual Attention,Poster,https://papers.nips.cc/paper/6451-learned-region-sparsity-and-diversity-also-predicts-visual-attention.pdf,https://papers.nips.cc/paper/6451-learned-region-sparsity-and-diversity-also-predicts-visual-attention,Learned region sparsity has achieved state-of-the-art performance in classification tasks by exploiting and integrating a sparse set of local information into global decisions. The underlying mechanism resembles how people sample information from an image with their eye movements when making similar decisions. In this paper we incorporate the biologically plausible mechanism of Inhibition of Return into the learned region sparsity model; thereby imposing diversity on the selected regions. We investigate how these mechanisms of sparsity and diversity relate to visual attention by testing our model on three different types of visual search tasks. We report state-of-the-art results in predicting the locations of human gaze fixations; even though our model is trained only on image-level labels without object location annotations. Notably; the classification performance of the extended model  remains the same as the original. This work suggests a new computational perspective on visual attention mechanisms and shows how the inclusion of attention-based mechanisms can improve computer vision techniques.,https://papers.nips.cc/paper/6451-learned-region-sparsity-and-diversity-also-predicts-visual-attention/bibtex,Zijun Wei; Hossein Adeli; Minh Hoai; Greg Zelinsky; Dimitris Samaras
2016,Minimax Estimation of Maximum Mean Discrepancy with Radial Kernels,Poster,https://papers.nips.cc/paper/6483-minimax-estimation-of-maximum-mean-discrepancy-with-radial-kernels.pdf,https://papers.nips.cc/paper/6483-minimax-estimation-of-maximum-mean-discrepancy-with-radial-kernels,Maximum Mean Discrepancy (MMD) is a distance on the space of probability measures which has found numerous applications in machine learning and nonparametric testing. This distance is based on the notion of embedding probabilities in a reproducing kernel Hilbert space. In this paper; we present the first known lower bounds for the estimation of MMD based on finite samples. Our lower bounds hold for any radial universal kernel on $\R^d$ and match the existing upper bounds up to constants that depend only on the properties of the kernel. Using these lower bounds; we establish the minimax rate optimality of the empirical estimator and its $U$-statistic variant; which are usually employed in applications.,https://papers.nips.cc/paper/6483-minimax-estimation-of-maximum-mean-discrepancy-with-radial-kernels/bibtex,Ilya O. Tolstikhin; Bharath K. Sriperumbudur; Bernhard Sch?lkopf
